tweet,count
I had a call today with Prime Minister Netanyahu to discuss the possibility of moving forward with a Mutual Defense Treaty,38
between the United States and Israel,11
that would further anchor the tremendous alliance...,13
between our two countries,7
I look forward to continuing those discussions after the Israeli Elections when we meet at the United Nations later this month,36
KEEP AMERICA GREAT,6
MAKE AMERICA GREAT AGAIN,8
94% Approval Rating in the Republican Party,18
Tuesday night in the Great State of North Carolina proved that high and very beautiful number correct,26
Who the hell is Joy-Ann Reid? Never met her,11
she knows ZERO about me,7
has NO talent,4
and truly doesn’t have the “it” factor needed for success in showbiz,19
Had a bad reputation,7
and now works for the Comcast/NBC losers making up phony stories about me,23
Low Ratings,3
Fake News,2
“A Very Stable Genius!” Thank you,9
While I like the Vaping alternative to Cigarettes,14
we need to make sure this alternative is SAFE for ALL,14
Let’s get counterfeits off the market,10
and keep young children from Vaping,8
Great news about the work we are doing on illegal immigration,18
https://t.co/ihTYQAYWxu,17
Historic Milestone indeed,7
https://t.co/Bn0jzvxz9Y,20
The two big Congressional wins in North Carolina on Tuesday,17
Dan Bishop and Greg Murphy,7
have reverberated all over the World,11
They showed a lot of people how strong the Republican Party is,17
and how well it is doing,7
2020 is a big,9
and very important,6
Election,3
We will WIN,3
VERY stupidly negotiated Trade Deals,12
and Illegal Immigration,8
are a tremendous cost and burden to our Country,14
They are BOTH coming along very well and someday,13
in the not too distant future,8
America will see a very positive change,13
Remember,3
America First,5
Illegal Immigration costs the USA over 300 Billion Dollars a year,23
There is no reason for this,7
and things are being set in motion to have this number come WAY DOWN,17
Democrats could end Loopholes and it would be a whole lot easier,17
and faster,3
But it will all happen anyway!...,9
IG Report,3
which showed him to be a Disgraced &amp; Dirty Cop,13
Republicans have unified like never before,13
You don’t impeach Presidents for doing a good (great!) job,15
No Obstruction,4
No Collusion,4
only treasonous crimes committed by the other side,14
and led by the Democrats,7
Sad,1
How do you impeach a President who has helped create perhaps the greatest economy in the history of our Country? All time best unemployment numbers,42
especially for Blacks,5
Hispanics,3
Asians &amp; Women,6
More people working today than ever before,12
Rebuilt Military &amp; Choice for Vets..,11
Became Number 1 in World &amp; Independent in Energy,17
Will soon have record number of Judges,10
2 SC Justices,6
Done more than any President in first 2 1/2 years despite phony &amp; fraudulent Witch Hunt illegally led against him,34
WIN on Mueller Report,6
Mueller Testimony &amp; James Comey.,11
Hello Baltimore,5
https://t.co/Iz2aYj7rrC,19
In fact,2
my views on Venezuela,7
and especially Cuba,6
were far stronger than those of John Bolton,10
He was holding me back,6
https://t.co/FUGc02xiac,17
“This should have been over with after the Mueller Report came out.” @guypbenson @FoxNews,23
“We can’t beat him,5
so lets impeach him!” Democrat Rep,9
Al Green,2
“Dems have never gotten over the fact that President Trump won the Election!” @GOPLeader McCarthy,27
Some really big Court wins on the Border lately,12
It is expected that China will be buying large amounts of our agricultural products,25
European Central Bank,7
acting quickly,4
Cuts Rates 10 Basis Points,6
They are trying,4
and succeeding,4
in depreciating the Euro against the VERY strong Dollar,17
hurting U.S,4
exports...,2
And the Fed sits,4
and sits,2
and sits,2
They get paid to borrow money,8
while we are paying interest,8
Thank you Brandon,4
https://t.co/VfzWVHYIrU,17
Thank you,2
https://t.co/zKSrmhsBhW,15
The Wall is going up very fast despite total Obstruction by Democrats in Congress,23
and elsewhere,3
https://t.co/2nFIEFppho,17
The Wall is being built after victories against the Democrats in various courts,22
https://t.co/aJr3Ia6c0c,22
I had an excellent telephone conversation with Andrés Manuel López Obrador,24
President of Mexico,7
talking about Southern Border Security,12
and various other things of mutual interest for the people of our respective countries...,26
The Southern Border is becoming very strong despite the obstruction by Democrats not agreeing to do anything on Loopholes or Asylum,38
on October 1st,6
we have agreed,4
as a gesture of good will,7
to move the increased Tariffs on 250 Billion Dollars worth of goods (25% to 30%),31
from October 1st to October 15th,14
At the request of the Vice Premier of China,12
Liu He,2
and due to the fact that the People's Republic of China will be celebrating their 70th Anniversary...,32
BIG United States Supreme Court WIN for the Border on Asylum,17
https://t.co/9Ka00qK1Ob,21
Today and every day,7
we pledge to honor our history,10
to treasure our liberty,8
to uplift our communities,9
to live up to our values,8
to prove worthy of our heroes,9
and above all,4
to NEVER FORGET,5
#Honor911 https://t.co/3xbEvl92py,32
Leaving the White House soon to speak at the Pentagon,13
My great honor,4
If it weren’t for the never ending Fake News about me,16
and with all that I have done (more than any other President in the first 2 1/2 years!),24
I would be leading the “Partners” of the LameStream Media by 20 points,19
Sorry,2
but true,2
In a hypothetical poll,8
done by one of the worst pollsters of them all,11
the Amazon Washington Post/ABC,12
which predicted I would lose to Crooked Hillary by 15 points (how did that work out?),22
Sleepy Joe,3
Pocahontas and virtually all others would beat me in the General Election...,23
This is a phony suppression poll,9
meant to build up their Democrat partners,10
I haven’t even started campaigning yet,12
and am constantly fighting Fake News like Russia,12
Russia,2
Russia,2
Look at North Carolina last night,9
Dan Bishop,3
down big in the Polls,5
WINS,1
Easier than 2016,10
The Federal Reserve should get our interest rates down to ZERO,18
or less,2
and we should then start to refinance our debt,12
INTEREST COST COULD BE BROUGHT WAY DOWN,9
while at the same time substantially lengthening the term,14
We have the great currency,7
power,2
and balance sheet....,4
The USA should always be paying the the lowest rate,15
No Inflation,4
It is only the naïveté of Jay Powell and the Federal Reserve that doesn’t allow us to do what other countries are already doing,38
A once in a lifetime opportunity that we are missing because of “Boneheads.”,21
https://t.co/WqBj8iMQhx,16
“China suspends Tariffs on some U.S,10
products,2
Being hit very hard,6
supply chains breaking up as many companies move,13
or look to move,4
to other countries,5
Much more expensive to China than originally thought.” @CNBC @JoeSquawk,23
Greg Murphy won big,5
62% to 37%,12
in North Carolina 03,7
&amp; the Fake News barely covered the race,11
The win was far bigger than anticipated - there was just nothing the Fakers could say to diminish or demean the scope of this victory,36
So we had TWO BIG VICTORIES tonight,10
Greg &amp; Dan,4
Alice @alicetweet Stewart: Thank you for the nice words while on @CNN concerning the TWO big Republican Congressional victories,37
You’d be great on a network with much higher ratings,14
Keep up the good work,5
https://t.co/eK7swFWq1A,20
@CNN &amp; @MSNBC were all set to have a BIG victory,21
until Dan Bishop won North Carolina 09,12
Now you will hear them barely talk about,10
or cover,3
the race,2
Fake News never wins,5
BIG NIGHT FOR THE REPUBLICAN PARTY,10
CONGRATULATIONS TO ALL,7
Greg Murphy is a big winner in North Carolina 03,15
Much bigger margins than originally anticipated,16
Congratulations Greg,6
Dan Bishop was down 17 points 3 weeks ago,13
He then asked me for help,6
we changed his strategy together,9
and he ran a great race,6
Big Rally last night,5
Now it looks like he is going to win,10
@CNN &amp; @MSNBC are moving their big studio equipment and talent out,26
Stay tuned,2
Dan Bishop was down 17 points 3 weeks ago,13
He then asked me for help,6
we changed his strategy together,9
and he ran a great race,6
Big Rally last night,5
Now it looks like he is going to win,10
@CNN &amp; @MSNBC are moving their big studio equipment and to talent out,27
Stay tuned,2
Senator Ben Sasse has done a wonderful job representing the people of Nebraska,23
He is great with our Vets,7
the Military,5
and your very important Second Amendment,12
Strong on Crime and the Border,7
Ben has my Complete and Total Endorsement,11
I am pleased to endorse Governor Mike Parson of Missouri,16
He is very Popular,7
Strong,1
and knows what he is doing – he gets it,10
Based on the fact that Mike has announced he will run again in 2020 for Governor,25
Mike Parson has my Complete and Total Endorsement,13
Excellent interview by @CondoleezzaRice on @MarthaMaccallum on @FoxNews,24
Very interesting and secure perspective on life,14
One down,2
one to go – Greg Murphy is projected to win in the Great State of North Carolina,22
#NC03,5
Incredible progress being made at the Southern Border,15
https://t.co/xcqxKEkfGD,14
I asked John for his resignation,9
which was given to me this morning,9
I thank John very much for his service,10
I will be naming a new National Security Advisor next week,19
I informed John Bolton last night that his services are no longer needed at the White House,23
I disagreed strongly with many of his suggestions,14
as did others in the Administration,11
and therefore...,3
Vote today for Dan Bishop,7
Will be great for North Carolina and our Country,14
One of the greatest and most powerful weapons used by the Fake and Corrupt News Media is the phony Polling Information they put out,36
Many of these polls are fixed,7
or worked in such a way that a certain candidate will look good or bad,18
Internal polling looks great,7
the best ever,4
ABC/Washington Post Poll was the worst and most inaccurate poll of any taken prior to the 2016 Election,37
When my lawyers protested,7
they took a 12 point down and brought it to almost even by Election Day,19
It was a Fake Poll by two very bad and dangerous media outlets,19
Sad,1
